"Parent ID","Parent SKU","Product ID","Product SKU","Product Name","Slug","Permalink","Description","Excerpt","Product Published","Product Modified","Type","Visibility","Featured","Virtual","Downloadable","Price","Sale Price","Sale Price Dates From","Sale Price Dates To","Weight","Weight Unit","Height","Height Unit","Width","Width Unit","Length","Length Unit","Category","Tag","Featured Image","Product Gallery","Tax Status","Tax Class","File Download","Download Limit","Download Expiry","Download Type","Manage Stock","Quantity","Stock Status","Allow Backorders","Sold Individually","Up-Sells","Cross-Sells","Product URL","Button Text","Purchase Note","Product Status","Enable Reviews","Sort Order","Attribute: Size","Attribute: Colors","Attribute: Saree Fabric"
"","","19189","JEPRALHAD00158","precious Swarajshop Necklace","precious-swarajshop-necklace","http://swarajshop.com/product/precious-swarajshop-necklace/","This beautiful Necklace is  handcrafted in copper alloy with imitation Pearls and Polki of very fine quality and semi precious stones . These Necklace are coated with 18 kt white gold polish which give them a unique look . An absolutely stunning piece to own and are very light in weight. 
At Swarajshop, we are passionate and committed to challenging the way jewellery is designed, acquired and adorned. We stand for jewelry that is elegant, contemporary and exquisite &#038; are known for our quality service and reliability. 
Our Products :- (Diamond/Copper/Brass) Necklaces, Pendant Sets,Earrings, Rings, Anklets, Bangles&#038; Bracelets,
Safe Packaging: We send this precious piece to you in a plastic case to keep it safe during dispatch and later at your end too.
(The actual products may look different in color, texture, and size from the digital images. Zoom images may take time to display.)
We are a manufacturing, supplying and exporting an alluring range of Imitation Jewellery which includes Fashion Jewellery or Antique Jewellery And Artificial Jewellery .Our range is in great demand among our national &#038; international clients for its superannuated look, beautiful designs, elegance and quality. These are competitively prices and are packed in quality packaging material to deliver it safely to the clients.","precious Swarajshop NecklaceBy Swarajshop","03/03/2014","21/06/2014","Simple Product","Catalog &#038; Search","No","No","No","1802","","","","","","","","","","","","Bridal Sets|Jewellery>Necklace","artificial jewellery online shopping","http://swarajshop.com/wp-content/uploads/2014/04/JEPRALHAD001582.jpg",,"Taxable","","","","","Standard","Yes","1","In Stock","No","No","","","","","","Publish","Open","0",,,
"","","19187","JEPRALHAD00157","queenly Swarajshop Necklace","queenly-swarajshop-necklace","http://swarajshop.com/product/queenly-swarajshop-necklace/","This beautiful Necklace is  handcrafted in copper alloy with imitation Pearls and Polki of very fine quality and semi precious stones . These Necklace are coated with 18 kt white gold polish which give them a unique look . An absolutely stunning piece to own and are very light in weight. 
At Swarajshop, we are passionate and committed to challenging the way jewellery is designed, acquired and adorned. We stand for jewelry that is elegant, contemporary and exquisite &#038; are known for our quality service and reliability. 
Our Products :- (Diamond/Copper/Brass) Necklaces, Pendant Sets,Earrings, Rings, Anklets, Bangles&#038; Bracelets,
Safe Packaging: We send this precious piece to you in a plastic case to keep it safe during dispatch and later at your end too.
(The actual products may look different in color, texture, and size from the digital images. Zoom images may take time to display.)
We are a manufacturing, supplying and exporting an alluring range of Imitation Jewellery which includes Fashion Jewellery or Antique Jewellery And Artificial Jewellery .Our range is in great demand among our national &#038; international clients for its superannuated look, beautiful designs, elegance and quality. These are competitively prices and are packed in quality packaging material to deliver it safely to the clients.","queenly Swarajshop NecklaceBy Swarajshop","03/03/2014","21/06/2014","Simple Product","Catalog &#038; Search","No","No","No","2160","","","","","","","","","","","","Bridal Sets|Jewellery>Necklace","artificial jewellery online shopping","http://swarajshop.com/wp-content/uploads/2014/04/JEPRALHAD001572.jpg",,"Taxable","","","","","Standard","Yes","1","In Stock","No","No","","","","","","Publish","Open","0",,,
"","","19185","JEPRALHAD00156","luxurious Swarajshop Necklace","luxurious-swarajshop-necklace","http://swarajshop.com/product/luxurious-swarajshop-necklace/","This beautiful Necklace is handcrafted in copper alloy with imitation Pearls and Polki of very fine quality and semi precious stones . These Necklace are coated with 18 kt white gold polish which give them a unique look . An absolutely stunning piece to own and are very light in weight.

At Swarajshop, we are passionate and committed to challenging the way jewellery is designed, acquired and adorned. We stand for jewelry that is elegant, contemporary and exquisite &#038; are known for our quality service and reliability.

Our Products :- (Diamond/Copper/Brass) Necklaces, Pendant Sets,Earrings, Rings, Anklets, Bangles&#038; Bracelets,

Safe Packaging: We send this precious piece to you in a plastic case to keep it safe during dispatch and later at your end too.

(The actual products may look different in color, texture, and size from the digital images. Zoom images may take time to display.)

We are a manufacturing, supplying and exporting an alluring range of Imitation Jewellery which includes Fashion Jewellery or Antique Jewellery And Artificial Jewellery .Our range is in great demand among our national &#038; international clients for its superannuated look, beautiful designs, elegance and quality. These are competitively prices and are packed in quality packaging material to deliver it safely to the clients.","luxurious Swarajshop NecklaceBy Swarajshop","03/03/2014","21/06/2014","Simple Product","Catalog &#038; Search","No","No","No","2160","","","","","","","","","","","","Bridal Sets|Jewellery>Necklace","artificial jewellery online shopping","http://swarajshop.com/wp-content/uploads/2014/04/JEPRALHAD001562.jpg",,"Taxable","","","","","Standard","Yes","1","In Stock","No","No","","","","","","Publish","Open","0",,,
"","","19183","JEPRALHAD00155","Exquisite Swarajshop Necklace","exquisite-swarajshop-necklace","http://swarajshop.com/product/exquisite-swarajshop-necklace/","This beautiful Necklace is  handcrafted in copper alloy with imitation Pearls and Polki of very fine quality and semi precious stones . These Necklace are coated with 18 kt white gold polish which give them a unique look . An absolutely stunning piece to own and are very light in weight. 
At Swarajshop, we are passionate and committed to challenging the way jewellery is designed, acquired and adorned. We stand for jewelry that is elegant, contemporary and exquisite &#038; are known for our quality service and reliability. 
Our Products :- (Diamond/Copper/Brass) Necklaces, Pendant Sets,Earrings, Rings, Anklets, Bangles&#038; Bracelets,
Safe Packaging: We send this precious piece to you in a plastic case to keep it safe during dispatch and later at your end too.
(The actual products may look different in color, texture, and size from the digital images. Zoom images may take time to display.)
We are a manufacturing, supplying and exporting an alluring range of Imitation Jewellery which includes Fashion Jewellery or Antique Jewellery And Artificial Jewellery .Our range is in great demand among our national &#038; international clients for its superannuated look, beautiful designs, elegance and quality. These are competitively prices and are packed in quality packaging material to deliver it safely to the clients.","Exquisite Swarajshop NecklaceBy Swarajshop","03/03/2014","21/06/2014","Simple Product","Catalog &#038; Search","No","No","No","1802","","","","","","","","","","","","Bridal Sets|Jewellery>Necklace","artificial jewellery online shopping","http://swarajshop.com/wp-content/uploads/2014/04/JEPRALHAD001552.jpg",,"Taxable","","","","","Standard","Yes","1","In Stock","No","No","","","","","","Publish","Open","0",,,
"","","5501","JEPRALHAD00101","Handmade Designer Anklets","antique-designs-ankletsjepralhad00101","http://swarajshop.com/product/antique-designs-ankletsjepralhad00101/","Handmade Designer Anklets.Cute Designer Anklets.This beautiful Anklet is handcrafted in copper alloy with imitation Pearls and Polki of very fine quality and semi precious stones . These Anklet are coated with 18 kt white gold polish which give them a unique look . An absolutely stunning piece to own and are very light in weight. At Swarajshop, we are passionate and committed to challenging the way jewellery is designed, acquired and adorned. We stand for jewelry that is elegant, contemporary and exquisite &#038; are known for our quality service and reliability. Our Products :- (Diamond/Copper/Brass) Necklaces, Pendant Sets,Earrings, Rings, Anklets, Bangles&#038; Bracelets, Safe Packaging: We send this precious piece to you in a plastic case to keep it safe during dispatch and later at your end too. (The actual products may look different in color, texture, and size from the digital images. Zoom images may take time to display.) We are a manufacturing, supplying and exporting an alluring range of Imitation Jewellery which includes Fashion Jewellery or Antique Jewellery And Artificial Jewellery .Our range is in great demand among our national &#038; international clients for its superannuated look, beautiful designs, elegance and quality. These are competitively prices and are packed in quality packaging material to deliver it safely to the clients.","Antique Designs Anklets","12/02/2014","22/04/2014","Simple Product","Catalog &#038; Search","No","No","No","1661","1661","","","","","","","","","","","Jewellery>Anklets|Jewellery","","http://swarajshop.com/wp-content/uploads/2014/04/JEPRALHAD001012.jpg",,"Taxable","","","","","Standard","Yes","0","Out of Stock","No","No","","","","","","Publish","Open","0",,,
"","","5499","JEPRALHAD00100","Antique Gold Color Anklets","antique-designs-ankletsjepralhad00100","http://swarajshop.com/product/antique-designs-ankletsjepralhad00100/","Antique Gold Color Anklets.This beautiful Anklet is handcrafted in copper alloy with imitation Pearls and Polki of very fine quality and semi precious stones . These Anklet are coated with 18 kt white gold polish which give them a unique look . An absolutely stunning piece to own and are very light in weight. At Swarajshop, we are passionate and committed to challenging the way jewellery is designed, acquired and adorned. We stand for jewelry that is elegant, contemporary and exquisite &#038; are known for our quality service and reliability. Our Products :- (Diamond/Copper/Brass) Necklaces, Pendant Sets,Earrings, Rings, Anklets, Bangles&#038; Bracelets, Safe Packaging: We send this precious piece to you in a plastic case to keep it safe during dispatch and later at your end too. (The actual products may look different in color, texture, and size from the digital images. Zoom images may take time to display.) We are a manufacturing, supplying and exporting an alluring range of Imitation Jewellery which includes Fashion Jewellery or Antique Jewellery And Artificial Jewellery .Our range is in great demand among our national &#038; international clients for its superannuated look, beautiful designs, elegance and quality. These are competitively prices and are packed in quality packaging material to deliver it safely to the clients.","Antique Designs Anklets","12/02/2014","22/04/2014","Simple Product","Catalog &#038; Search","No","No","No","1661","1661","","","","","","","","","","","Jewellery>Anklets|Jewellery","","http://swarajshop.com/wp-content/uploads/2014/04/JEPRALHAD001002.jpg",,"Taxable","","","","","Standard","Yes","0","Out of Stock","No","No","","","","","","Publish","Open","0",,,
"","","5497","JEPRALHAD00099","Fashion Anklets","antique-designs-ankletsjepralhad00099","http://swarajshop.com/product/antique-designs-ankletsjepralhad00099/","This beautiful Anklet is handcrafted in copper alloy with imitation Pearls and Polki of very fine quality and semi precious stones . These Anklet are coated with 18 kt white gold polish which give them a unique look . An absolutely stunning piece to own and are very light in weight. At Swarajshop, we are passionate and committed to challenging the way jewellery is designed, acquired and adorned. We stand for jewelry that is elegant, contemporary and exquisite &#038; are known for our quality service and reliability. Our Products :- (Diamond/Copper/Brass) Necklaces, Pendant Sets,Earrings, Rings, Anklets, Bangles&#038; Bracelets, Safe Packaging: We send this precious piece to you in a plastic case to keep it safe during dispatch and later at your end too. (The actual products may look different in color, texture, and size from the digital images. Zoom images may take time to display.) We are a manufacturing, supplying and exporting an alluring range of Imitation Jewellery which includes Fashion Jewellery or Antique Jewellery And Artificial Jewellery .Our range is in great demand among our national &#038; international clients for its superannuated look, beautiful designs, elegance and quality. These are competitively prices and are packed in quality packaging material to deliver it safely to the clients.","Antique Designs Anklets","12/02/2014","22/04/2014","Simple Product","Catalog &#038; Search","No","No","No","1661","1661","","","","","","","","","","","Jewellery>Anklets|Jewellery","","http://swarajshop.com/wp-content/uploads/2014/04/JEPRALHAD000992.jpg",,"Taxable","","","","","Standard","Yes","0","Out of Stock","No","No","","","","","","Publish","Open","0",,,
"","","5494","JEPRALHAD00098","Antique Stone Designs Anklets","antique-designs-ankletsjepralhad00098","http://swarajshop.com/product/antique-designs-ankletsjepralhad00098/","Antique Stone Designs Anklets.This beautiful Anklet is handcrafted in copper alloy with imitation Pearls and Polki of very fine quality and semi precious stones . These Anklet are coated with 18 kt white gold polish which give them a unique look . An absolutely stunning piece to own and are very light in weight. At Swarajshop, we are passionate and committed to challenging the way jewellery is designed, acquired and adorned. We stand for jewelry that is elegant, contemporary and exquisite &#038; are known for our quality service and reliability. Our Products :- (Diamond/Copper/Brass) Necklaces, Pendant Sets,Earrings, Rings, Anklets, Bangles&#038; Bracelets, Safe Packaging: We send this precious piece to you in a plastic case to keep it safe during dispatch and later at your end too. (The actual products may look different in color, texture, and size from the digital images. Zoom images may take time to display.) We are a manufacturing, supplying and exporting an alluring range of Imitation Jewellery which includes Fashion Jewellery or Antique Jewellery And Artificial Jewellery .Our range is in great demand among our national &#038; international clients for its superannuated look, beautiful designs, elegance and quality. These are competitively prices and are packed in quality packaging material to deliver it safely to the clients.","Antique Designs Anklets","12/02/2014","22/04/2014","Simple Product","Catalog &#038; Search","No","No","No","1661","1661","","","","","","","","","","","Jewellery>Anklets|Jewellery","","http://swarajshop.com/wp-content/uploads/2014/04/JEPRALHAD000982.jpg",,"Taxable","","","","","Standard","Yes","0","Out of Stock","No","No","","","","","","Publish","Open","0",,,
"","","5492","JEPRALHAD00097","Gold Polished Anklets-Online women Anklets","antique-designs-ankletsjepralhad00097","http://swarajshop.com/product/antique-designs-ankletsjepralhad00097/","Gold Polished Anklets-Online women Anklets.This beautiful Anklet is handcrafted in copper alloy with imitation Pearls and Polki of very fine quality and semi precious stones . These Anklet are coated with 18 kt white gold polish which give them a unique look . An absolutely stunning piece to own shand are very light in weight. At Swarajshop, we are passionate and committed to challenging the way jewellery is designed, acquired and adorned. We stand for jewelry that is elegant, contemporary and exquisite &#038; are known for our quality service and reliability. Our Products :- (Diamond/Copper/Brass) Necklaces, Pendant Sets,Earrings, Rings, Anklets, Bangles&#038; Bracelets, Safe Packaging: We send this precious piece to you in a plastic case to keep it safe during dispatch and later at your end too. (The actual products may look different in color, texture, and size from the digital images. Zoom images may take time to display.) We are a manufacturing, supplying and exporting an alluring range of Imitation Jewellery which includes Fashion Jewellery or Antique Jewellery And Artificial Jewellery .Our range is in great demand among our national &#038; international clients for its superannuated look, beautiful designs, elegance and quality. These are competitively prices and are packed in quality packaging material to deliver it safely to the clients.","Antique Designs Anklets","12/02/2014","22/04/2014","Simple Product","Catalog &#038; Search","No","No","No","1661","1661","","","","","","","","","","","Jewellery>Anklets|Jewellery","","http://swarajshop.com/wp-content/uploads/2014/04/JEPRALHAD000972.jpg",,"Taxable","","","","","Standard","Yes","0","Out of Stock","No","No","","","","","","Publish","Open","0",,,
"","","5490","JEPRALHAD00096","Polki Gold Polish Anklets","antique-designs-ankletsjepralhad00096","http://swarajshop.com/product/antique-designs-ankletsjepralhad00096/","This beautiful Anklet is handcrafted in copper alloy with imitation Pearls and Polki of very fine quality and semi precious stones . These Anklet are coated with 18 kt white gold polish which give them a unique look . An absolutely stunning piece to own and are very light in weight. At Swarajshop, we are passionate and committed to challenging the way jewellery is designed, acquired and adorned. We stand for jewelry that is elegant, contemporary and exquisite &#038; are known for our quality service and reliability. Our Products :- (Diamond/Copper/Brass) Necklaces, Pendant Sets,Earrings, Rings, Anklets, Bangles&#038; Bracelets, Safe Packaging: We send this precious piece to you in a plastic case to keep it safe during dispatch and later at your end too. (The actual products may look different in color, texture, and size from the digital images. Zoom images may take time to display.) We are a manufacturing, supplying and exporting an alluring range of Imitation Jewellery which includes Fashion Jewellery or Antique Jewellery And Artificial Jewellery .Our range is in great demand among our national &#038; international clients for its superannuated look, beautiful designs, elegance and quality. These are competitively prices and are packed in quality packaging material to deliver it safely to the clients.","Antique Designs Anklets","12/02/2014","22/04/2014","Simple Product","Catalog &#038; Search","No","No","No","1661","1661","","","","","","","","","","","Jewellery>Anklets|Jewellery","","http://swarajshop.com/wp-content/uploads/2014/04/JEPRALHAD000962.jpg",,"Taxable","","","","","Standard","Yes","0","Out of Stock","No","No","","","","","","Publish","Open","0",,,
"","","5489","JEPRALHAD00094","Handicrafts Antique Designs Anklets","antique-designs-ankletsjepralhad00094","http://swarajshop.com/product/antique-designs-ankletsjepralhad00094/","Handicrafts Antique Designs Anklets.This beautiful Anklet is handcrafted in copper alloy with imitation Pearls and Polki of very fine quality and semi precious stones . These Anklet are coated with 18 kt white gold polish which give them a unique look . An absolutely stunning piece to own and are very light in weight. At Swarajshop, we are passionate and committed to challenging the way jewellery is designed, acquired and adorned. We stand for jewelry that is elegant, contemporary and exquisite &#038; are known for our quality service and reliability. Our Products :- (Diamond/Copper/Brass) Necklaces, Pendant Sets,Earrings, Rings, Anklets, Bangles&#038; Bracelets, Safe Packaging: We send this precious piece to you in a plastic case to keep it safe during dispatch and later at your end too. (The actual products may look different in color, texture, and size from the digital images. Zoom images may take time to display.) We are a manufacturing, supplying and exporting an alluring range of Imitation Jewellery which includes Fashion Jewellery or Antique Jewellery And Artificial Jewellery .Our range is in great demand among our national &#038; international clients for its superannuated look, beautiful designs, elegance and quality. These are competitively prices and are packed in quality packaging material to deliver it safely to the clients.","Antique Designs Anklets","12/02/2014","22/04/2014","Simple Product","Catalog &#038; Search","No","No","No","1661","1661","","","","","","","","","","","Jewellery>Anklets|Jewellery","","http://swarajshop.com/wp-content/uploads/2014/04/JEPRALHAD000942.jpg",,"Taxable","","","","","Standard","Yes","0","Out of Stock","No","No","","","","","","Publish","Open","0",,,
"","","5437","JEPRALHAD00051","Beautiful handcrafted Anklets","beautiful-anklets-jepralhad00051","http://swarajshop.com/product/beautiful-anklets-jepralhad00051/","This beautiful Earring is handcrafted in copper alloy with imitation Pearls and Polki of very fine quality and semi precious stones . These Earrings are coated with 18 kt white gold polish which give them a unique look . An absolutely stunning piece to own and are very light in weight. At Swarajshop, we are passionate and committed to challenging the way jewellery is designed, acquired and adorned. We stand for jewelry that is elegant, contemporary and exquisite &#038; are known for our quality service and reliability. Our Products :- (Diamond/Copper/Brass) Necklaces, Pendant Sets,Earrings, Rings, Anklets, Bangles&#038; Bracelets, Safe Packaging: We send this precious piece to you in a plastic case to keep it safe during dispatch and later at your end too. (The actual products may look different in color, texture, and size from the digital images. Zoom images may take time to display.) We are a manufacturing, supplying and exporting an alluring range of Imitation Jewellery which includes Fashion Jewellery or Antique Jewellery And Artificial Jewellery .Our range is in great demand among our national &#038; international clients for its superannuated look, beautiful designs, elegance and quality. These are competitively prices and are packed in quality packaging material to deliver it safely to the clients.","Beautiful Anklets","12/02/2014","22/04/2014","Simple Product","Catalog &#038; Search","No","No","No","1755","1755","","","","","","","","","","","Jewellery>Anklets|Jewellery","","http://swarajshop.com/wp-content/uploads/2014/04/JEPRALHAD000512.jpg",,"Taxable","","","","","Standard","Yes","0","Out of Stock","No","No","","","","","","Publish","Open","0",,,
"","","5435","JEPRALHAD00050","Beautiful Anklets","beautiful-anklets-jepralhad00050","http://swarajshop.com/product/beautiful-anklets-jepralhad00050/","This beautiful Earring is handcrafted in copper alloy with imitation Pearls and Polki of very fine quality and semi precious stones . These Earrings are coated with 18 kt white gold polish which give them a unique look . An absolutely stunning piece to own and are very light in weight. At Swarajshop, we are passionate and committed to challenging the way jewellery is designed, acquired and adorned. We stand for jewelry that is elegant, contemporary and exquisite &#038; are known for our quality service and reliability. Our Products :- (Diamond/Copper/Brass) Necklaces, Pendant Sets,Earrings, Rings, Anklets, Bangles&#038; Bracelets, Safe Packaging: We send this precious piece to you in a plastic case to keep it safe during dispatch and later at your end too. (The actual products may look different in color, texture, and size from the digital images. Zoom images may take time to display.) We are a manufacturing, supplying and exporting an alluring range of Imitation Jewellery which includes Fashion Jewellery or Antique Jewellery And Artificial Jewellery .Our range is in great demand among our national &#038; international clients for its superannuated look, beautiful designs, elegance and quality. These are competitively prices and are packed in quality packaging material to deliver it safely to the clients.","Beautiful Anklets","12/02/2014","22/04/2014","Simple Product","Catalog &#038; Search","No","No","No","1755","1755","","","","","","","","","","","Jewellery>Anklets|Jewellery","","http://swarajshop.com/wp-content/uploads/2014/04/JEPRALHAD000502.jpg",,"Taxable","","","","","Standard","Yes","0","Out of Stock","No","No","","","","","","Publish","Open","0",,,
"","","5434","JEPRALHAD00049","Charm Anklets","beautiful-anklets-jepralhad00049","http://swarajshop.com/product/beautiful-anklets-jepralhad00049/","This beautiful Earring is handcrafted in copper alloy with imitation Pearls and Polki of very fine quality and semi precious stones . These Earrings are coated with 18 kt white gold polish which give them a unique look . An absolutely stunning piece to own and are very light in weight. At Swarajshop, we are passionate and committed to challenging the way jewellery is designed, acquired and adorned. We stand for jewelry that is elegant, contemporary and exquisite &#038; are known for our quality service and reliability. Our Products :- (Diamond/Copper/Brass) Necklaces, Pendant Sets,Earrings, Rings, Anklets, Bangles&#038; Bracelets, Safe Packaging: We send this precious piece to you in a plastic case to keep it safe during dispatch and later at your end too. (The actual products may look different in color, texture, and size from the digital images. Zoom images may take time to display.) We are a manufacturing, supplying and exporting an alluring range of Imitation Jewellery which includes Fashion Jewellery or Antique Jewellery And Artificial Jewellery .Our range is in great demand among our national &#038; international clients for its superannuated look, beautiful designs, elegance and quality. These are competitively prices and are packed in quality packaging material to deliver it safely to the clients.","Beautiful Anklets","12/02/2014","22/04/2014","Simple Product","Catalog &#038; Search","No","No","No","1755","1755","","","","","","","","","","","Jewellery>Anklets|Jewellery","","http://swarajshop.com/wp-content/uploads/2014/04/JEPRALHAD000492.jpg",,"Taxable","","","","","Standard","Yes","0","Out of Stock","No","No","","","","","","Publish","Open","0",,,
"","","5433","JEPRALHAD00048","Swarajshop  Anklets","beautiful-anklets-jepralhad00048","http://swarajshop.com/product/beautiful-anklets-jepralhad00048/","This beautiful Earring is handcrafted in copper alloy with imitation Pearls and Polki of very fine quality and semi precious stones . These Earrings are coated with 18 kt white gold polish which give them a unique look . An absolutely stunning piece to own and are very light in weight. At Swarajshop, we are passionate and committed to challenging the way jewellery is designed, acquired and adorned. We stand for jewelry that is elegant, contemporary and exquisite &#038; are known for our quality service and reliability. Our Products :- (Diamond/Copper/Brass) Necklaces, Pendant Sets,Earrings, Rings, Anklets, Bangles&#038; Bracelets, Safe Packaging: We send this precious piece to you in a plastic case to keep it safe during dispatch and later at your end too. (The actual products may look different in color, texture, and size from the digital images. Zoom images may take time to display.) We are a manufacturing, supplying and exporting an alluring range of Imitation Jewellery which includes Fashion Jewellery or Antique Jewellery And Artificial Jewellery .Our range is in great demand among our national &#038; international clients for its superannuated look, beautiful designs, elegance and quality. These are competitively prices and are packed in quality packaging material to deliver it safely to the clients.","Beautiful Anklets","12/02/2014","22/04/2014","Simple Product","Catalog &#038; Search","No","No","No","2295","2295","","","","","","","","","","","Jewellery>Anklets|Jewellery","","http://swarajshop.com/wp-content/uploads/2014/04/JEPRALHAD000482.jpg",,"Taxable","","","","","Standard","Yes","0","Out of Stock","No","No","","","","","","Publish","Open","0",,,
"","","5432","JEPRALHAD00047","Lovely  Anklets","beautiful-anklets-jepralhad00047","http://swarajshop.com/product/beautiful-anklets-jepralhad00047/","This beautiful Earring is handcrafted in copper alloy with imitation Pearls and Polki of very fine quality and semi precious stones . These Earrings are coated with 18 kt white gold polish which give them a unique look . An absolutely stunning piece to own and are very light in weight. At Swarajshop, we are passionate and committed to challenging the way jewellery is designed, acquired and adorned. We stand for jewelry that is elegant, contemporary and exquisite &#038; are known for our quality service and reliability. Our Products :- (Diamond/Copper/Brass) Necklaces, Pendant Sets,Earrings, Rings, Anklets, Bangles&#038; Bracelets, Safe Packaging: We send this precious piece to you in a plastic case to keep it safe during dispatch and later at your end too. (The actual products may look different in color, texture, and size from the digital images. Zoom images may take time to display.) We are a manufacturing, supplying and exporting an alluring range of Imitation Jewellery which includes Fashion Jewellery or Antique Jewellery And Artificial Jewellery .Our range is in great demand among our national &#038; international clients for its superannuated look, beautiful designs, elegance and quality. These are competitively prices and are packed in quality packaging material to deliver it safely to the clients.","Beautiful Anklets","12/02/2014","22/04/2014","Simple Product","Catalog &#038; Search","No","No","No","2299","2299","","","","","","","","","","","Jewellery>Anklets|Jewellery","","http://swarajshop.com/wp-content/uploads/2014/04/JEPRALHAD000472.jpg",,"Taxable","","","","","Standard","Yes","0","Out of Stock","No","No","","","","","","Publish","Open","0",,,
"","","5431","JEPRALHAD00046","Beautiful Anklets JEPRALHAD00046","beautiful-anklets-jepralhad00046","http://swarajshop.com/product/beautiful-anklets-jepralhad00046/","This beautiful Earring is handcrafted in copper alloy with imitation Pearls and Polki of very fine quality and semi precious stones . These Earrings are coated with 18 kt white gold polish which give them a unique look . An absolutely stunning piece to own and are very light in weight. At Swarajshop, we are passionate and committed to challenging the way jewellery is designed, acquired and adorned. We stand for jewelry that is elegant, contemporary and exquisite &#038; are known for our quality service and reliability. Our Products :- (Diamond/Copper/Brass) Necklaces, Pendant Sets,Earrings, Rings, Anklets, Bangles&#038; Bracelets, Safe Packaging: We send this precious piece to you in a plastic case to keep it safe during dispatch and later at your end too. (The actual products may look different in color, texture, and size from the digital images. Zoom images may take time to display.) We are a manufacturing, supplying and exporting an alluring range of Imitation Jewellery which includes Fashion Jewellery or Antique Jewellery And Artificial Jewellery .Our range is in great demand among our national &#038; international clients for its superannuated look, beautiful designs, elegance and quality. These are competitively prices and are packed in quality packaging material to deliver it safely to the clients.","Beautiful Anklets ","12/02/2014","22/04/2014","Simple Product","Catalog &#038; Search","No","No","No","2295","2295","","","","","","","","","","","Jewellery>Anklets|Jewellery","","http://swarajshop.com/wp-content/uploads/2014/04/JEPRALHAD000462.jpg",,"Taxable","","","","","Standard","Yes","0","Out of Stock","No","No","","","","","","Publish","Open","0",,,
"","","5429","JEPRALHAD00045","Imitation Anklets Jewellery","beautiful-anklets-jepralhad00045","http://swarajshop.com/product/beautiful-anklets-jepralhad00045/","Imitation Anklets Jewellery.This beautiful Earring is handcrafted in copper alloy with imitation Pearls and Polki of very fine quality and semi precious stones . These Earrings are coated with 18 kt white gold polish which give them a unique look . An absolutely stunning piece to own and are very light in weight. At Swarajshop, we are passionate and committed to challenging the way jewellery is designed, acquired and adorned. We stand for jewelry that is elegant, contemporary and exquisite &#038; are known for our quality service and reliability. Our Products :- (Diamond/Copper/Brass) Necklaces, Pendant Sets,Earrings, Rings, Anklets, Bangles&#038; Bracelets, Safe Packaging: We send this precious piece to you in a plastic case to keep it safe during dispatch and later at your end too. (The actual products may look different in color, texture, and size from the digital images. Zoom images may take time to display.) We are a manufacturing, supplying and exporting an alluring range of Imitation Jewellery which includes Fashion Jewellery or Antique Jewellery And Artificial Jewellery .Our range is in great demand among our national &#038; international clients for its superannuated look, beautiful designs, elegance and quality. These are competitively prices and are packed in quality packaging material to deliver it safely to the clients.","Beautiful Anklets","12/02/2014","22/04/2014","Simple Product","Catalog &#038; Search","No","No","No","2295","2295","","","","","","","","","","","Jewellery>Anklets|Jewellery","","http://swarajshop.com/wp-content/uploads/2014/04/JEPRALHAD000452.jpg",,"Taxable","","","","","Standard","Yes","0","Out of Stock","No","No","","","","","","Publish","Open","0",,,
"","","4107","JESAIRAJ000626","fashionable Fancy AnkletsJESAIRAJ000626","fashionable-fancy-ankletsjesairaj000626","http://swarajshop.com/product/fashionable-fancy-ankletsjesairaj000626/","","fashionable Fancy AnkletsBy Swarajshop","09/02/2014","22/04/2014","Simple Product","Catalog &#038; Search","No","No","No","480","","","","","","","","","","","","Jewellery>Anklets|Jewellery","","http://swarajshop.com/wp-content/uploads/2014/04/JESAIRAJ000626-2.jpg",,"Taxable","","","","","Standard","Yes","1","In Stock","No","No","","","","","","Publish","Open","0",,,
"","","4105","JESAIRAJ000625","Traditional  Fancy AnkletsJESAIRAJ000625","traditional-fancy-ankletsjesairaj000625","http://swarajshop.com/product/traditional-fancy-ankletsjesairaj000625/","","Traditional Fancy AnkletsBy Swarajshop","09/02/2014","22/04/2014","Simple Product","Catalog &#038; Search","No","No","No","480","","","","","","","","","","","","Jewellery>Anklets|Jewellery","","http://swarajshop.com/wp-content/uploads/2014/04/JESAIRAJ000625-2.jpg",,"Taxable","","","","","Standard","Yes","1","In Stock","No","No","","","","","","Publish","Open","0",,,
"","","4103","JESAIRAJ000624","Nice Fancy AnkletsJESAIRAJ000624","nice-fancy-ankletsjesairaj000624","http://swarajshop.com/product/nice-fancy-ankletsjesairaj000624/","","Nice Fancy AnkletsBy Swarajshop","09/02/2014","22/04/2014","Simple Product","Catalog &#038; Search","No","No","No","480","","","","","","","","","","","","Jewellery>Anklets|Jewellery","","http://swarajshop.com/wp-content/uploads/2014/04/JESAIRAJ000624-2.jpg",,"Taxable","","","","","Standard","Yes","1","In Stock","No","No","","","","","","Publish","Open","0",,,
